,battery_power,clock_speed,fc,int_memory,n_cores,pc,ram,sc_h,sc_w
1839,0.7742150968603876,0.03999999999999998,0.10526315789473684,0.3548387096774194,0.14285714285714285,0.15000000000000002,0.5734901122394441,0.5,0.5555555555555556
415,0.16967267869071478,0.9199999999999999,0.2631578947368421,0.7903225806451613,0.42857142857142855,0.6000000000000001,0.6622127204703366,0.3571428571428571,0.05555555555555555
140,0.8363393453573815,0.0,0.0,0.467741935483871,0.0,0.9,0.28540887226082307,0.8571428571428571,0.0
165,0.010688042752171056,0.35999999999999993,0.15789473684210525,0.5,0.42857142857142855,0.4,0.9214323890967396,0.8571428571428571,0.8888888888888888
527,0.85437541750167,0.0,0.3157894736842105,0.4032258064516129,0.42857142857142855,0.55,0.6734366648850881,0.9999999999999999,0.9444444444444444
1729,0.989311957247829,0.24000000000000005,0.631578947368421,0.3548387096774194,0.8571428571428572,0.8,0.8698556921432389,0.7857142857142857,0.7777777777777777
49,0.06346025384101539,0.6400000000000001,0.47368421052631576,1.0,1.0,0.75,0.7969000534473543,0.7857142857142857,0.7222222222222222
1081,0.01937207748830999,0.8400000000000001,0.05263157894736842,0.6129032258064516,0.7142857142857142,0.1,0.2600213789417424,0.7857142857142857,0.611111111111111
1985,0.8871075484301938,0.6400000000000001,0.42105263157894735,0.9193548387096774,0.5714285714285714,0.75,0.7712453233564938,0.7857142857142857,0.3333333333333333
534,0.7715430861723447,0.4400000000000001,0.0,0.22580645161290322,0.8571428571428572,0.1,0.6948156066274719,0.6428571428571429,0.16666666666666666
1852,0.09819639278557118,0.52,0.05263157894736842,0.935483870967742,0.42857142857142855,0.2,0.15045430251202563,0.3571428571428571,0.16666666666666666
1942,0.5197060788243154,0.8,0.2631578947368421,0.08064516129032258,0.7142857142857142,0.30000000000000004,0.23890967397113838,0.1428571428571429,0.1111111111111111
821,0.923179692718771,0.8800000000000001,0.3157894736842105,0.4516129032258065,0.14285714285714285,0.5,0.9267771245323355,0.7857142857142857,0.8333333333333333
726,0.07548430193720779,0.48000000000000004,0.0,0.9032258064516129,0.8571428571428572,0.1,0.8634420096205238,0.7142857142857143,0.3333333333333333
641,0.011356045424181727,0.12000000000000005,0.0,0.016129032258064516,0.8571428571428572,0.05,0.6884019241047568,0.0,0.0
1956,0.03607214428857719,0.0,0.10526315789473684,0.24193548387096772,0.5714285714285714,0.6000000000000001,0.02324959914484233,0.9999999999999999,0.7777777777777777
1441,0.06546426185704746,0.96,0.0,1.0,1.0,0.05,0.8391234633885623,0.0,0.16666666666666666
400,0.5110220440881764,0.56,0.0,0.08064516129032258,0.2857142857142857,0.6000000000000001,0.6082308925708177,0.3571428571428571,0.2777777777777778
763,0.8283233132932533,0.52,0.0,0.1935483870967742,1.0,0.0,0.836718332442544,0.4285714285714286,0.16666666666666666
385,0.9211756847027388,0.52,0.21052631578947367,0.25806451612903225,0.2857142857142857,0.25,0.822287546766435,0.8571428571428571,0.8333333333333333
1667,0.9792919171676688,0.0,0.0,0.7096774193548387,0.0,0.35000000000000003,0.3503474078033137,0.7142857142857143,0.1111111111111111
1820,0.10955243820975286,0.07999999999999996,0.0,0.467741935483871,0.5714285714285714,0.1,0.11598075895243184,0.0,0.1111111111111111
